web-scraper-order,web-scraper-start-url,List,List-href,bio,image-src,facts
"1518863291-2459","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Claude McKay","https://en.wikipedia.org/wiki/Claude_McKay","Festus Claudius ""Claude"" McKay (September 15, 1889[1] – May 22, 1948) was a Jamaican writer and poet, who was a seminal figure in the Harlem Renaissance. He wrote four novels: Home to Harlem (1928), a best-seller that won the Harmon Gold Award for Literature, Banjo (1929), Banana Bottom (1933), and in 1941 a manuscript called Amiable With Big Teeth: A Novel of the Love Affair Between the Communists and the Poor Black Sheep of Harlem which remained unpublished until 2017.[2] McKay also authored collections of poetry, a collection of short stories, Gingertown (1932), two autobiographical books, A Long Way from Home (1937) and My Green Hills of Jamaica (published posthumously), and a non-fiction, socio-historical treatise entitled Harlem: Negro Metropolis (1940). His 1922 poetry collection, Harlem Shadows, was among the first books published during the Harlem Renaissance. His Selected Poems was published posthumously, in 1953.","//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Mackey.jpg/220px-Mackey.jpg","[{""facts"":""Festus Claudius McKay\n\n(1889-09-15)September 15, 1889\n\nClarendon Parish, Jamaica""},{""facts"":""May 22, 1948(1948-05-22) (aged 58)\n\nChicago, Illinois""},{""facts"":""Writer, poet, journalist""},{""facts"":""Kansas State College, Tuskegee Institute (now known as Tuskegee University)""},{""facts"":""Harlem Renaissance""},{""facts"":""Home to Harlem""},{""facts"":""Harmon Gold Award""},{""facts"":""Revolutionary spontaneity""},{""facts"":""Communization""},{""facts"":""Rosa Luxemburg""},{""facts"":""Impossibilism""}]"
"1518863304-2465","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Edmonia Lewis","https://en.wikipedia.org/wiki/Edmonia_Lewis","Mary Edmonia Lewis (c. July 4, 1844 – September 17, 1907) was an American sculptor who worked for most of her career in Rome, Italy. She was the first woman of African-American and Native American heritage to achieve international fame and recognition as a sculptor in the fine arts world. Her work is known for incorporating themes relating to black people and indigenous peoples of the Americas into Neoclassical-style sculpture. She began to gain prominence during the American Civil War; at the end of the 19th century, she remained the only black woman who had participated in and been recognized to any degree by the American artistic mainstream.[1] In 2002, the scholar Molefi Kete Asante named Edmonia Lewis on his list of 100 Greatest African Americans.[2]","//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Motto_edmonia_lewis_original.jpg/220px-Motto_edmonia_lewis_original.jpg","[{""facts"":""Edmonia Lewis\n\nJuly 4, 1844\n\nGreenbush, New York, US""},{""facts"":""September 17, 1907(1907-09-17) (aged 63)\n\nLondon, UK""},{""facts"":""American""},{""facts"":""Oberlin College""},{""facts"":""Sculpture""},{""facts"":""Neoclassicism""},{""facts"":""""},{""facts"":""Ulysses S. Grant""},{""facts"":""""}]"
"1518863377-2500","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Kenneth B. Clark","https://en.wikipedia.org/wiki/Kenneth_B._Clark","Kenneth Bancroft Clark (July 14, 1914 – May 1, 2005) and Mamie Phipps Clark (April 18, 1917 – August 11, 1983)[1] were African-American psychologists who as a married team conducted important research among children and were active in the Civil Rights Movement. They founded the Northside Center for Child Development in Harlem and the organization Harlem Youth Opportunities Unlimited (HARYOU).[2] Kenneth Clark also was an educator and professor at City College of New York, and first black president of the American Psychological Association.","","[]"
"1518863213-2425","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Tiger Woods","https://en.wikipedia.org/wiki/Tiger_Woods","Eldrick Tont ""Tiger"" Woods[5] (born December 30, 1975)[6][7] is an American professional golfer who is among the most successful golfers of all time. He has been one of the highest-paid athletes in the world for several years.","//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Tiger_Woods_with_a_fan_2014_cr.jpg/220px-Tiger_Woods_with_a_fan_2014_cr.jpg","[{""facts"":""Woods in 2014""},{""facts"":""Eldrick Tont Woods""},{""facts"":""Tiger""},{""facts"":""(1975-12-30) December 30, 1975 (age 42)\n\nCypress, California""},{""facts"":""6 ft 1 in (185 cm)[1]""},{""facts"":""185 lb (84 kg)[1]""},{""facts"":""United States""},{""facts"":""Jupiter Island, Florida""},{""facts"":""Spouse""},{""facts"":""Elin Nordegren (2004–2010)""},{""facts"":""Children""},{""facts"":""2""},{""facts"":""Career""},{""facts"":""College""},{""facts"":""Stanford University\n\n(did not graduate)""},{""facts"":""Turned professional""},{""facts"":""1996""},{""facts"":""Current tour(s)""},{""facts"":""PGA Tour (joined 1996)""},{""facts"":""Professional wins""},{""facts"":""106[2]""},{""facts"":""Number of wins by tour""},{""facts"":""PGA Tour""},{""facts"":""79 (2nd all time)""},{""facts"":""European Tour""},{""facts"":""40 (3rd all time)[3][4]""},{""facts"":""Japan Golf Tour""},{""facts"":""2""},{""facts"":""Asian Tour""},{""facts"":""1""},{""facts"":""PGA Tour of Australasia""},{""facts"":""1""},{""facts"":""Other""},{""facts"":""16""},{""facts"":""Best results in major championships\n\n(wins: 14)""},{""facts"":""Masters Tournament""},{""facts"":""Won: 1997, 2001, 2002, 2005""},{""facts"":""U.S. Open""},{""facts"":""Won: 2000, 2002, 2008""},{""facts"":""The Open Championship""},{""facts"":""Won: 2000, 2005, 2006""},{""facts"":""PGA Championship""},{""facts"":""Won: 1999, 2000, 2006, 2007""},{""facts"":""Achievements and awards""},{""facts"":""PGA Tour\n\nRookie of the Year""},{""facts"":""1996""},{""facts"":""PGA Player of the Year""},{""facts"":""1997, 1999, 2000, 2001, 2002, 2003, 2005, 2006, 2007, 2009, 2013""},{""facts"":""PGA Tour\n\nPlayer of the Year""},{""facts"":""1997, 1999, 2000, 2001, 2002, 2003, 2005, 2006, 2007, 2009, 2013""},{""facts"":""PGA Tour\n\nleading money winner""},{""facts"":""1997, 1999, 2000, 2001, 2002, 2005, 2006, 2007, 2009, 2013""},{""facts"":""Vardon Trophy""},{""facts"":""1999, 2000, 2001, 2002, 2003, 2005, 2007, 2009, 2013""},{""facts"":""Byron Nelson Award""},{""facts"":""1999, 2000, 2001, 2002, 2003, 2005, 2006, 2007, 2009""},{""facts"":""FedEx Cup Champion""},{""facts"":""2007, 2009""},{""facts"":""(For a full list of awards, see here)""},{""facts"":""Tom Kite (non-playing captain)""},{""facts"":""Ben Crenshaw (non-playing captain)""},{""facts"":""Curtis Strange (non-playing captain)""},{""facts"":""Hal Sutton (non-playing captain)""},{""facts"":""Tom Lehman (non-playing captain)""},{""facts"":""Corey Pavin (non-playing captain)""},{""facts"":""Davis Love III (non-playing captain)""},{""facts"":""Jack Nicklaus (non-playing captain)""},{""facts"":""Ken Venturi (non-playing captain)""},{""facts"":""Jack Nicklaus (non-playing captain)""},{""facts"":""Jack Nicklaus (non-playing captain)""},{""facts"":""Jack Nicklaus (non-playing captain)""},{""facts"":""Fred Couples (non-playing captain)""},{""facts"":""Fred Couples (non-playing captain)""},{""facts"":""Fred Couples (non-playing captain)""},{""facts"":""1990 Wayne Levi""}]"
"1518863417-2519","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Muhammad Ali","https://en.wikipedia.org/wiki/Muhammad_Ali","Muhammad Ali (/ɑːˈliː/;[8] born Cassius Marcellus Clay Jr.;[9] January 17, 1942 – June 3, 2016) was an American professional boxer and activist. He is widely regarded as one of the most significant and celebrated sports figures of the 20th century. From early in his career, Ali was known as an inspiring, controversial, and polarizing figure both inside and outside the ring.[10][11]","//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Muhammad_Ali_NYWTS.jpg/220px-Muhammad_Ali_NYWTS.jpg","[{""facts"":""Ali in 1967""},{""facts"":""Cassius Marcellus Clay Jr.\n\n(1942-01-17)January 17, 1942\n\nLouisville, Kentucky, U.S.""},{""facts"":""June 3, 2016(2016-06-03) (aged 74)\n\nScottsdale, Arizona, U.S.""},{""facts"":""Septic shock""},{""facts"":""Cave Hill Cemetery, Louisville, Kentucky, U.S.""},{""facts"":""Muhammad Ali Center\nMuhammad Ali Mural, Los Angeles, CA[1]""},{""facts"":""Muhammad Ali Center\nMuhammad Ali Mural, Los Angeles, CA[1]""},{""facts"":""The Greatest\nThe People's Champion\nThe Louisville Lip\nThe King of Boxing\n\n\n[citation needed]""},{""facts"":""The Greatest\nThe People's Champion\nThe Louisville Lip\nThe King of Boxing""},{""facts"":""Central High School (1958)[2]""},{""facts"":""Draft evasion[3]""},{""facts"":""Criminal penalty""},{""facts"":""Five years in prison (not served), fined $10,000 and banned from boxing for three years[3]""},{""facts"":""Criminal status""},{""facts"":""Conviction overturned[3]""},{""facts"":""Spouse(s)""},{""facts"":""Sonji Roi (m. 1964; div. 1966)\nBelinda Boyd (m. 1967; div. 1977)\nVeronica Porché Ali (m. 1977; div. 1986)\nYolanda Williams (m. 1986)[2]""},{""facts"":""Sonji Roi (m. 1964; div. 1966)\nBelinda Boyd (m. 1967; div. 1977)\nVeronica Porché Ali (m. 1977; div. 1986)\nYolanda Williams (m. 1986)[2]""},{""facts"":""Children""},{""facts"":""9, including Laila Ali[2]""},{""facts"":""Parent(s)""},{""facts"":""Cassius Marcellus Clay Sr.\nOdessa Grady Clay[2]""},{""facts"":""Cassius Marcellus Clay Sr.\nOdessa Grady Clay[2]""},{""facts"":""Awards""},{""facts"":""List of awards[show]\n\n6-time Ring magazine Fighter of the Year\n3-time Ring heavyweight champion (1964–71, 1974–78, 1978–79)\n3-time lineal heavyweight champion (1964–68, 1974–78, 1978–79)\n2-time WBC heavyweight champion (1964–69, 1974–78)\n3-time WBA heavyweight champion (1964–68, 1974–78, 1978–79)\n3-time NABF heavyweight champion (1970–71, 1971–73, 1973–74)\n2-time AAU champion (1959, 1960)\n2-time National Golden Gloves champion\n6-time Kentucky Golden Gloves champion (1955, 1956, 1957, 1958, 1959, 1960)\nOlympic light heavyweight champion (1960)\nSports Illustrated Sportsman of the Year (1974)\nAssociated Press Athlete of the Year (1974)\nInternational Press Athlete of the Year (1974)\n6-time Ring Magazine Fight of the Year (1963, 1965, 1971, 1974, 1975, 1978)\n3-time BWAA Fighter of the Year (1965, 1974, 1975)\nSports Illustrated Sportsman of the Century\nBBC Sports Personality of the Century\nCSHL Double Helix Medal Honoree (2006)\nMartin Luther King Memorial Award (1970)\nPresidential Citizens Medal\nPresidential Medal of Freedom[4]\nInternational Boxing Hall of Fame[5]\nHollywood Walk of Fame[6]""},{""facts"":""List of awards[show]\n\n6-time Ring magazine Fighter of the Year\n3-time Ring heavyweight champion (1964–71, 1974–78, 1978–79)\n3-time lineal heavyweight champion (1964–68, 1974–78, 1978–79)\n2-time WBC heavyweight champion (1964–69, 1974–78)\n3-time WBA heavyweight champion (1964–68, 1974–78, 1978–79)\n3-time NABF heavyweight champion (1970–71, 1971–73, 1973–74)\n2-time AAU champion (1959, 1960)\n2-time National Golden Gloves champion\n6-time Kentucky Golden Gloves champion (1955, 1956, 1957, 1958, 1959, 1960)\nOlympic light heavyweight champion (1960)\nSports Illustrated Sportsman of the Year (1974)\nAssociated Press Athlete of the Year (1974)\nInternational Press Athlete of the Year (1974)\n6-time Ring Magazine Fight of the Year (1963, 1965, 1971, 1974, 1975, 1978)\n3-time BWAA Fighter of the Year (1965, 1974, 1975)\nSports Illustrated Sportsman of the Century\nBBC Sports Personality of the Century\nCSHL Double Helix Medal Honoree (2006)\nMartin Luther King Memorial Award (1970)\nPresidential Citizens Medal\nPresidential Medal of Freedom[4]\nInternational Boxing Hall of Fame[5]\nHollywood Walk of Fame[6]""},{""facts"":""List of awards[show]""},{""facts"":""Website""},{""facts"":""muhammadali.com""},{""facts"":""Boxing career""},{""facts"":""Statistics""},{""facts"":""Weight(s)""},{""facts"":""Heavyweight""},{""facts"":""Height""},{""facts"":""6 ft 3 in (191 cm)[7]""},{""facts"":""Reach""},{""facts"":""78 in (198 cm)[7]""},{""facts"":""Stance""},{""facts"":""Orthodox""},{""facts"":""Boxing record""},{""facts"":""Total fights""},{""facts"":""61""},{""facts"":""Wins""},{""facts"":""56""},{""facts"":""Wins by KO""},{""facts"":""37""},{""facts"":""Losses""},{""facts"":""5""},{""facts"":""Medal record[hide]\n\n\n\n\n\n\nMen's amateur boxing\n\n\nRepresenting  United States\n\n\nOlympic Games\n\n\n\n1960 Rome\nLight heavyweight""},{""facts"":""Medal record[hide]\n\n\n\n\n\n\nMen's amateur boxing\n\n\nRepresenting  United States\n\n\nOlympic Games\n\n\n\n1960 Rome\nLight heavyweight""},{""facts"":""Medal record[hide]""},{""facts"":""Men's amateur boxing\n\n\nRepresenting  United States\n\n\nOlympic Games\n\n\n\n1960 Rome\nLight heavyweight""},{""facts"":""Men's amateur boxing""},{""facts"":""Representing  United States""},{""facts"":""Olympic Games""},{""facts"":""""},{""facts"":""1960 Rome""},{""facts"":""Light heavyweight""},{""facts"":""""}]"
"1518863259-2445","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","John Russwurm","https://en.wikipedia.org/wiki/John_Russwurm","John Brown Russwurm (1799–?) was an American abolitionist born in Jamaica to an English father and enslaved mother. As a child he traveled to the United States with his father and received a formal education, becoming the first African American to graduate from Bowdoin College. As a young man, Russwurm moved from Portland, Maine, to New York City, where he was a founder with Samuel Cornish of the abolitionist newspaper, Freedom's Journal, the first paper owned and operated by African Americans.","//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Jbruss.jpg/220px-Jbruss.jpg","[{""facts"":""John Brown Russwurm\n\n1799\n\nPort Antonio, Jamaica""},{""facts"":""1851\n\nCape Palmas, Liberia""},{""facts"":""Hebron Academy and Bowdoin College""},{""facts"":""Publisher, journalist""},{""facts"":""Freedom's Journal\n\nLiberia Herald""},{""facts"":""Sarah McGill""}]"
"1518863327-2476","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Langston Hughes","https://en.wikipedia.org/wiki/Langston_Hughes","James Mercer Langston Hughes (February 1, 1902 – May 22, 1967) was an American poet, social activist, novelist, playwright, and columnist from Joplin, Missouri.","//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Langston_Hughes_by_Carl_Van_Vechten_1936.jpg/220px-Langston_Hughes_by_Carl_Van_Vechten_1936.jpg","[{""facts"":""1936 photo by Carl Van Vechten""},{""facts"":""James Mercer Langston Hughes\n\n(1902-02-01)February 1, 1902\n\nJoplin, Missouri, United States""},{""facts"":""May 22, 1967(1967-05-22) (aged 65)\n\nNew York City, New York, United States""},{""facts"":""Poet, columnist, dramatist, essayist, novelist""},{""facts"":""Lincoln University of Pennsylvania""},{""facts"":""1926–64""},{""facts"":""Not Without Laughter. Knopf, 1930""},{""facts"":""Resources in your library\nResources in other libraries""},{""facts"":""Mule Bone, with Zora Neale Hurston, 1931""}]"
"1518863397-2510","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Romare Bearden","https://en.wikipedia.org/wiki/Romare_Bearden","Romare Bearden (September 2, 1911 – March 12, 1988) was an Afro-American artist. He worked with many types of media including cartoons, oils and collages. Born in Charlotte, North Carolina, educated in Pittsburgh, Pennsylvania, Bearden moved to New York City after high school and went on to graduate from NYU in 1935. He began his artistic career creating scenes of the American South. Later, he endeavored to express the humanity he felt was lacking in the world after his experience in the US Army during World War II on the European front. He later returned to Paris in 1950 and studied Art History and Philosophy at the Sorbonne in 1950.","//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Romare_Bearden.jpg/220px-Romare_Bearden.jpg","[{""facts"":""Romare Bearden, in his army uniform, a photograph taken by Carl Van Vechten, 1944""},{""facts"":""Romare Howard Bearden\n\n(1911-09-02)September 2, 1911\n\nCharlotte, North Carolina""},{""facts"":""March 12, 1988(1988-03-12) (aged 76)\n\nNew York City, New York""},{""facts"":""Afro-American""},{""facts"":""Painting""}]"
"1518863389-2506","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Edward W. Brooke","https://en.wikipedia.org/wiki/Edward_W._Brooke","Edward William Brooke III (October 26, 1919 – January 3, 2015) was an American Republican politician. In 1966, he became the first African American popularly elected to the United States Senate.[note 1] He represented Massachusetts in the Senate from 1967 to 1979.","//upload.wikimedia.org/wikipedia/commons/thumb/9/93/Edward_brooke_senator.jpg/220px-Edward_brooke_senator.jpg","[{""facts"":""""},{""facts"":""In office\n\nJanuary 3, 1967 – January 3, 1979""},{""facts"":""Leverett Saltonstall""},{""facts"":""Paul Tsongas""},{""facts"":""In office\n\nJanuary 3, 1963 – January 3, 1967""},{""facts"":""Endicott Peabody\n\nJohn Volpe""},{""facts"":""Preceded by""},{""facts"":""Edward McCormack""},{""facts"":""Succeeded by""},{""facts"":""Ed Martin (Acting)""},{""facts"":""""},{""facts"":""Personal details""},{""facts"":""Born""},{""facts"":""Edward William Brooke III\n\n(1919-10-26)October 26, 1919\n\nWashington, D.C., U.S.""},{""facts"":""Died""},{""facts"":""January 3, 2015(2015-01-03) (aged 95)\n\nCoral Gables, Florida, U.S.""},{""facts"":""Resting place""},{""facts"":""Arlington National Cemetery""},{""facts"":""Political party""},{""facts"":""Republican""},{""facts"":""Spouse(s)""},{""facts"":""Remigia Ferrari-Scacco (1947–1979)\n\nAnne Brooke (1979–2015)""},{""facts"":""Children""},{""facts"":""3""},{""facts"":""Education""},{""facts"":""Howard University (BA)\n\nBoston University (LLB)""},{""facts"":""Military service""},{""facts"":""Allegiance""},{""facts"":""United States""},{""facts"":""Service/branch""},{""facts"":""United States Army""},{""facts"":""Years of service""},{""facts"":""1941–1946""},{""facts"":""Rank""},{""facts"":""Captain""},{""facts"":""Unit""},{""facts"":""366th Infantry Regiment""},{""facts"":""Battles/wars""},{""facts"":""World War II""}]"
"1518863209-2423","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Richard Wright","https://en.wikipedia.org/wiki/Richard_Wright_(author)","Richard Nathaniel Wright (September 4, 1908 – November 28, 1960) was an American author of sometimes controversial novels, short stories, poems, and non-fiction. Much of his literature concerns racial themes, especially related to the plight of African Americans during the late 19th to mid-20th centuries, who suffered discrimination and violence in the South and the North. Literary critics believe his work helped change race relations in the United States in the mid-20th century.[1]","//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Richard_Wright.jpg/220px-Richard_Wright.jpg","[{""facts"":""Wright in a 1939 photograph by Carl Van Vechten""},{""facts"":""Richard Nathaniel Wright\n\n(1908-09-04)September 4, 1908\n\nPlantation, Roxie, Mississippi, U.S.""},{""facts"":""November 28, 1960(1960-11-28) (aged 52)\n\nParis, France""},{""facts"":""Novelist, poet, essayist, short story writer""},{""facts"":""American, French""},{""facts"":""1938-60""},{""facts"":""Drama, fiction, non-fiction, autobiography""},{""facts"":""Uncle Tom's Children, Native Son, Black Boy, The Outsider""},{""facts"":""Dhimah Rose Meidman (m. 1939; div. 1940)\n\nEllen Poplar (m. 1941; his death 1960)""},{""facts"":""Children""},{""facts"":""2""}]"
"1518863402-2512","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Benjamin Banneker","https://en.wikipedia.org/wiki/Benjamin_Banneker","Benjamin Banneker (November 9, 1731 – October 9, 1806) was a free African American almanac author, surveyor, naturalist, and farmer. Born in Baltimore County, Maryland, to a free African American woman and a former slave, Banneker had little formal education and was largely self-taught. He is known for being part of a group led by Major Andrew Ellicott that surveyed the original borders of the District of Columbia, the federal capital district of the United States.","//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Benjamin_Banneker_mural_cropped.tif/lossy-page1-220px-Benjamin_Banneker_mural_cropped.tif.jpg","[{""facts"":""Benjamin Banneker depicted on a 1943 mural by Maxime Seelbinder in the Recorder of Deeds Building in Washington, D.C. (2010)[1]""},{""facts"":""November 9, 1731\n\nBaltimore County, Province of Maryland, British America""},{""facts"":""October 9, 1806 (1806-10-10) (aged 74)\n\nBaltimore County, Maryland, U.S.""},{""facts"":""American""},{""facts"":""Benjamin Bannaker""},{""facts"":""almanac author, surveyor, farmer""},{""facts"":""Robert (father)\nMary Banneky (mother)""},{""facts"":""Robert (father)\nMary Banneky (mother)""}]"
"1518863387-2505","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Gwendolyn Brooks","https://en.wikipedia.org/wiki/Gwendolyn_Brooks","Gwendolyn Elizabeth Brooks (June 7, 1917 – December 3, 2000) was an American poet, author, and teacher. Her work often dealt with the personal celebrations and struggles of ordinary people in her community. She won the Pulitzer Prize for Poetry on May 1, 1950, for Annie Allen[1] making her the first African American to receive the Pulitzer.[2]","//upload.wikimedia.org/wikipedia/en/thumb/f/f7/Gwendolyn-brooks.jpg/220px-Gwendolyn-brooks.jpg","[{""facts"":""Gwendolyn Elizabeth Brooks\n\n(1917-06-07)June 7, 1917\n\nTopeka, Kansas, U.S.""},{""facts"":""December 3, 2000(2000-12-03) (aged 83)\n\nChicago, Illinois, U.S.""},{""facts"":""Poet""},{""facts"":""American""},{""facts"":""1930–2000""},{""facts"":""A Street in Bronzeville, Annie Allen, Winnie""},{""facts"":""Pulitzer Prize for Poetry (1950)\n\nRobert Frost Medal (1989)\n\nNational Medal of Arts (1995)""},{""facts"":""Henry Lowington Blakely, Jr. (m. 1939)""},{""facts"":""Children""},{""facts"":""Henry Blakely, III, and Nora Blakely""}]"
"1518863263-2447","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Paul Robeson","https://en.wikipedia.org/wiki/Paul_Robeson","Paul Leroy Robeson (/ˈroʊbsən/ ROHB-sən;[1][2] April 9, 1898 – January 23, 1976) was an American bass baritone singer and actor who became involved with the Civil Rights Movement. At Rutgers College, he was an American football player, and then had an international career in singing, as well as acting in theater and movies. He became politically involved in response to the Spanish Civil War, fascism, and social injustices. His advocacy of anti-imperialism, affiliation with communism, and criticism of the United States government caused him to be blacklisted during the McCarthy era.","//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Paul_Robeson_1942_crop.jpg/220px-Paul_Robeson_1942_crop.jpg","[{""facts"":""Robeson in 1942""},{""facts"":""Paul Leroy Robeson\n\n(1898-04-09)April 9, 1898\n\nPrinceton, New Jersey""},{""facts"":""January 23, 1976(1976-01-23) (aged 77)\n\nPhiladelphia, Pennsylvania""},{""facts"":""Rutgers College (1919)\n\nColumbia Law School (1922)\n\nSOAS, University of London""},{""facts"":""Singer, actor, social activist, lawyer, athlete""},{""facts"":""Eslanda Goode\n\n(m. 1921; d. 1965)""},{""facts"":""Paul Robeson Jr.""},{""facts"":""Robeson in football uniform at Rutgers, c. 1919""},{""facts"":""End / tackle""},{""facts"":""6 ft 3 in (1.91 m)""},{""facts"":""219 lb (99 kg)""},{""facts"":""Somerville (NJ)""},{""facts"":""Rutgers""},{""facts"":""Akron Pros (1921)\nMilwaukee Badgers (1922)""},{""facts"":""""},{""facts"":""Career highlights and awards""},{""facts"":""2× Consensus All-American (1917, 1918)""},{""facts"":""""},{""facts"":""Career NFL statistics""},{""facts"":""Games played:\n15\n\n\nGames started:\n15\n\n\nTouchdowns:\n2[4]\n\n\nPlayer stats at NFL.com""},{""facts"":""Games played:""},{""facts"":""Games started:""},{""facts"":""Touchdowns:""},{""facts"":""2[4]""},{""facts"":""Player stats at NFL.com""},{""facts"":""""},{""facts"":""Player stats at PFR""},{""facts"":""College Football Hall of Fame""},{""facts"":""College Football Hall of Fame""},{""facts"":""""}]"
"1518863385-2504","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","Blanche K. Bruce","https://en.wikipedia.org/wiki/Blanche_K._Bruce","Blanche Kelso Bruce (March 1, 1841 – March 17, 1898) was an African-American politician who represented Mississippi as a Republican in the United States Senate from 1875 to 1881; of mixed race, he was the first elected black senator to serve a full term. Hiram R. Revels, also of Mississippi, was the first African American to serve in the U.S. Senate but did not complete a full term.","//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Blanche_Bruce_-_Brady-Handy.jpg/220px-Blanche_Bruce_-_Brady-Handy.jpg","[{""facts"":""""},{""facts"":""In office\n\nDecember 3, 1897 – March 17, 1898""},{""facts"":""William McKinley""},{""facts"":""Fount Tillman""},{""facts"":""Judson Lyons""},{""facts"":""In office\n\nMay 21, 1881 – June 5, 1885""},{""facts"":""James A. Garfield\n\nChester A. Arthur\n\nGrover Cleveland""},{""facts"":""Preceded by""},{""facts"":""Glenni Scofield""},{""facts"":""Succeeded by""},{""facts"":""William Rosecrans""},{""facts"":""United States Senator\n\nfrom Mississippi""},{""facts"":""In office\n\nMarch 4, 1875 – March 4, 1881""},{""facts"":""Preceded by""},{""facts"":""Henry R. Pease""},{""facts"":""Succeeded by""},{""facts"":""James Z. George""},{""facts"":""""},{""facts"":""Personal details""},{""facts"":""Born""},{""facts"":""Blanche Kelso Bruce\n\n(1841-03-01)March 1, 1841\n\nFarmville, Virginia, U.S.""},{""facts"":""Died""},{""facts"":""March 17, 1898(1898-03-17) (aged 57)\n\nWashington, D.C.""},{""facts"":""Resting place""},{""facts"":""Woodlawn Cemetery in Washington, D.C.""},{""facts"":""Political party""},{""facts"":""Republican""},{""facts"":""Spouse(s)""},{""facts"":""Josephine Willson Bruce""},{""facts"":""Children""},{""facts"":""Roscoe Conkling Bruce""},{""facts"":""Education""},{""facts"":""Oberlin College""}]"
"1518863373-2498","https://en.wikipedia.org/wiki/100_Greatest_African_Americans","John Coltrane","https://en.wikipedia.org/wiki/John_Coltrane","John William Coltrane, also known as ""Trane"" (September 23, 1926 – July 17, 1967),[1] was an American jazz saxophonist and composer. Working in the bebop and hard bop idioms early in his career, Coltrane helped pioneer the use of modes in jazz and was later at the forefront of free jazz. He led at least fifty recording sessions during his career, and appeared as a sideman on many albums by other musicians, including trumpeter Miles Davis and pianist Thelonious Monk.","//upload.wikimedia.org/wikipedia/commons/thumb/6/66/John_Coltrane_1963.jpg/220px-John_Coltrane_1963.jpg","[{""facts"":""Coltrane in 1963""},{""facts"":""John William Coltrane""},{""facts"":""\""Trane\""""},{""facts"":""(1926-09-23)September 23, 1926\n\nHamlet, North Carolina, U.S.""},{""facts"":""July 17, 1967(1967-07-17) (aged 40)\n\nHuntington, New York, U.S.""},{""facts"":""Avant-garde jazz\nhard bop\nmodal jazz\nfree jazz""},{""facts"":""Avant-garde jazz\nhard bop\nmodal jazz\nfree jazz""},{""facts"":""Musician\ncomposer\nbandleader""},{""facts"":""Musician\ncomposer\nbandleader""},{""facts"":""Tenor, soprano, and alto saxophone, flute""},{""facts"":""Years active""},{""facts"":""1945–1967""},{""facts"":""Labels""},{""facts"":""Prestige\nBlue Note\nAtlantic\nImpulse!""},{""facts"":""Prestige\nBlue Note\nAtlantic\nImpulse!""},{""facts"":""Associated acts""},{""facts"":""Dizzy Gillespie\nMiles Davis Quintet\nEric Dolphy\nThelonious Monk\nPharoah Sanders\nAlice Coltrane""},{""facts"":""Dizzy Gillespie\nMiles Davis Quintet\nEric Dolphy\nThelonious Monk\nPharoah Sanders\nAlice Coltrane""},{""facts"":""Website""},{""facts"":""JohnColtrane.com""},{""facts"":""July 17, 1967(1967-07-17) (aged 40)\n\nHuntington, New York, US""},{""facts"":""African Orthodox Church""},{""facts"":""All Artists\nInformation about Coltrane's canonization""}]"
